Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
valdecoxib,C406224,,Alzheimer Disease,MESH:D000544,,APP|IDE|NECTIN2|SOD2|TFAM|TNF|VEGFA,5.47,42
Zolpidem,D000077334,,Alzheimer Disease,MESH:D000544,,BDNF|CYP2D6,5.47,2
Linoleic Acid,D019787,2197-37-7,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,PSEN1,5.47,1
Doxorubicin,D004317,23214-92-8,Alzheimer disease type 4,MESH:C536596,,APOE|PSEN2,5.47,1
Benzethonium,D001558,121-54-0,Alzheimer Disease,MESH:D000544,,IL1B|VEGFA,5.46,2
Hydroxymethylglutaryl-CoA Reductase Inhibitors,D019161,,Alzheimer Disease,MESH:D000544,,APOE|CYP2D6,5.46,10
oxybutynin,C005419,5633-20-5,Alzheimer Disease,MESH:D000544,,IL1B|TNF,5.46,2
staurosporine aglycone,C049985,97161-97-2,Alzheimer Disease,MESH:D000544,,BDNF|CASP3,5.46,2
salvianolic acid A,C066201,,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.46,1
salvianolic acid A,C066201,,Alzheimer disease type 2,MESH:C536595,,APOE,5.46,1
salvianolic acid A,C066201,,Alzheimer disease type 4,MESH:C536596,,APOE,5.46,1
Aldrin,D000452,309-00-2,Alzheimer disease type 4,MESH:C536596,,PSEN2,5.45,1
SK&F 83959,C080703,80751-85-5,Alzheimer Disease,MESH:D000544,,ATP5F1A|DPYSL2|TPI1,5.44,1
Lithium,D008094,7439-93-2,Alzheimer Disease 9,MESH:C563834,,ABCA7,5.44,1
ganoderic acid A,C515005,,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.44,1
S-Adenosylmethionine,D012436,29908-03-0,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,PSEN1,5.44,1
ganoderic acid A,C515005,,Alzheimer disease type 2,MESH:C536595,,APOE,5.44,1
ganoderic acid A,C515005,,Alzheimer disease type 4,MESH:C536596,,APOE,5.44,1
"3,5,5-trimethylhexanoylferrocene",C050224,67527-18-8,Alzheimer Disease,MESH:D000544,,APOE|HMOX1,5.43,10
Chlorambucil,D002699,305-03-3,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,5.43,1
Cosmic Dust,D019443,,Alzheimer Disease,MESH:D000544,,IL1B|SOD2,5.43,2
Organophosphorus Compounds,D009943,,Alzheimer Disease,MESH:D000544,,ACHE|BCHE|PGRMC1,5.43,4
Palm Oil,D000073878,,Alzheimer Disease,MESH:D000544,,APOC1|APOE|BCHE|CLU|GSK3B|HMOX1|IDE|IGF1|PGRMC1|PPARG|RELN|TNF,5.43,22
evodiamine,C049639,5956-87-6,ALZHEIMER DISEASE 18,OMIM:615590,,ADAM10,5.43,1
"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",C434926,,ALZHEIMER DISEASE 18,OMIM:615590,,ADAM10,5.43,1
triphenyl phosphate,C005445,115-86-6,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE|PSEN1,5.43,1
"2,3,7,8-tetrabromodibenzo-4-dioxin",C066841,50585-41-6,Alzheimer Disease,MESH:D000544,,ENO1|TF,5.42,3
3-nitrobenzanthrone,C117220,,Alzheimer Disease,MESH:D000544,,ADAMTS1|APOE|IL1B,5.42,11
5'-amino-5'-deoxyadenosine,C057928,14365-44-7,Alzheimer Disease,MESH:D000544,,INSR,5.42,1
bicyclol,C477843,,Alzheimer Disease,MESH:D000544,,IL1B|TNF,5.42,2
coagulin-L,C000593591,,Alzheimer Disease,MESH:D000544,,IL1B|TNF,5.42,2
Fludrocortisone,D005438,127-31-1,Alzheimer Disease,MESH:D000544,,IL1B|VEGFA,5.42,2
KL001,C574808,,Alzheimer Disease,MESH:D000544,,IL1B|TNF,5.42,2
Phosphatidic Acids,D010712,,Alzheimer Disease,MESH:D000544,,IL1B|TNF,5.42,2
Zidovudine,D015215,30516-87-1,Alzheimer Disease 9,MESH:C563834,,ABCA7,5.42,1
GW 3965,C473027,,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.42,1
GW 3965,C473027,,Alzheimer disease type 2,MESH:C536595,,APOE,5.42,1
GW 3965,C473027,,Alzheimer disease type 4,MESH:C536596,,APOE,5.42,1
"1,4-dinitrobenzene",C053052,100-25-4,Alzheimer Disease,MESH:D000544,,MAOB,5.41,2
3-bromopropylamine,C081078,18370-81-5,Alzheimer Disease,MESH:D000544,,MAOB,5.41,2
4-dimethylaminobenzylamine,C035815,19293-58-4,Alzheimer Disease,MESH:D000544,,MAOB,5.41,2
5-nitroindazole,C530840,,Alzheimer Disease,MESH:D000544,,MAOB,5.41,2
6-methoxy-3-(4-methylphenyl)coumarin,C568951,,Alzheimer Disease,MESH:D000544,,MAOB,5.41,2
9-mono-N'-methylnorharman,C110418,17994-14-8,Alzheimer Disease,MESH:D000544,,MAOB,5.41,2
N-(1-fluoro-3-phenylpropan-2-yl)-N-methylprop-2-yn-1-amine,C568948,,Alzheimer Disease,MESH:D000544,,MAOB,5.41,2
N-(2-propynyl)-2-(5-benzyloxy-indolyl) methylamine,C470996,,Alzheimer Disease,MESH:D000544,,MAOB,5.41,2
"N,N-dimethylphenylethylamine",C043554,1126-71-2,Alzheimer Disease,MESH:D000544,,MAOB,5.41,2
Ro 16-6491,C051040,87235-61-8,Alzheimer Disease,MESH:D000544,,MAOB,5.41,2
Poly I-C,D011070,,ALZHEIMER DISEASE 18,OMIM:615590,,ADAM10,5.41,1
"4-amino-2,6-dinitrotoluene",C035207,19406-51-0,Alzheimer Disease,MESH:D000544,,EIF2S1|HMOX1|IDE|IL1B|SLC30A6|TOMM40,5.40,9
calfactant,C117342,,Alzheimer Disease,MESH:D000544,,PICALM|TNF,5.40,3
Triamcinolone,D014221,124-94-7,Alzheimer Disease,MESH:D000544,,INS|VEGFA,5.40,3
"1-hydroxy-2-oxo-3,3-bis(2-aminoethyl)-1-triazene",C105351,,Alzheimer Disease,MESH:D000544,,BAX|MIR708,5.39,2
Boronic Acids,D001897,,Alzheimer Disease,MESH:D000544,,TF,5.39,2
Chlormethiazole,D002719,533-45-9,Alzheimer Disease,MESH:D000544,,GSK3B|TNF,5.39,3
Orotic Acid,D009963,65-86-1,Alzheimer Disease,MESH:D000544,,INS|NOS3,5.39,4
naringenin,C005273,480-41-1,Alzheimer disease type 4,MESH:C536596,,PSEN2,5.39,1
"Adjuvants, Immunologic",D000276,,Alzheimer Disease,MESH:D000544,,IL1B|TNF,5.38,2
NSC668394,C570897,,Alzheimer Disease,MESH:D000544,,ADAMTS1|CHRNB2|HMOX1|VEGFA,5.38,4
Lipids,D008055,,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.38,1
Penicillins,D010406,,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.38,1
Phosphorus,D010758,7723-14-0,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.38,1
Probucol,D011341,23288-49-5,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.38,1
Lipids,D008055,,Alzheimer disease type 2,MESH:C536595,,APOE,5.38,1
Penicillins,D010406,,Alzheimer disease type 2,MESH:C536595,,APOE,5.38,1
Phosphorus,D010758,7723-14-0,Alzheimer disease type 2,MESH:C536595,,APOE,5.38,1
Probucol,D011341,23288-49-5,Alzheimer disease type 2,MESH:C536595,,APOE,5.38,1
Cadmium,D002104,7440-43-9,Alzheimer disease type 4,MESH:C536596,,APOE|PSEN2,5.38,1
Lipids,D008055,,Alzheimer disease type 4,MESH:C536596,,APOE,5.38,1
Penicillins,D010406,,Alzheimer disease type 4,MESH:C536596,,APOE,5.38,1
Phosphorus,D010758,7723-14-0,Alzheimer disease type 4,MESH:C536596,,APOE,5.38,1
Probucol,D011341,23288-49-5,Alzheimer disease type 4,MESH:C536596,,APOE,5.38,1
Taurine,D013654,107-35-7,Alzheimer disease type 4,MESH:C536596,,PSEN2,5.38,1
Ethyl Methanesulfonate,D005020,62-50-0,Alzheimer Disease,MESH:D000544,,ABCA7|BAX|BCHE|BDNF|CST3|DHCR24|GSK3B|HMOX1|IGF1R|PRNP|TNF|TPP1|TSPAN14|WWOX,5.37,15
Glycochenodeoxycholic Acid,D005999,640-79-9,Alzheimer Disease,MESH:D000544,,CASP3|HMOX1|IGF1|NOS3|SOD2,5.37,6
bothrojaracin,C083739,150633-76-4,Alzheimer Disease,MESH:D000544,,F2,5.36,1
Ethinyl Estradiol-Norgestrel Combination,D019304,8056-51-7,Alzheimer Disease,MESH:D000544,,ESR1|NOS3,5.36,3
hirugen,C062510,121822-23-9,Alzheimer Disease,MESH:D000544,,F2,5.36,1
RWJ-56110,C435606,,Alzheimer Disease,MESH:D000544,,F2,5.36,1
S 2238,C021129,64815-81-2,Alzheimer Disease,MESH:D000544,,F2,5.36,1
scopolin,C417572,531-44-2,Alzheimer Disease,MESH:D000544,,IDE,5.36,1
"variegin protein, Amblyomma variegatum",C524038,,Alzheimer Disease,MESH:D000544,,F2,5.36,1
3-Hydroxybutyric Acid,D020155,,Alzheimer Disease,MESH:D000544,,CASP3|TNF,5.34,2
ethyl tert-butyl ether,C098546,637-92-3,Alzheimer Disease,MESH:D000544,,PPARG|SOD2,5.34,4
linalyl acetate,C074463,115-95-7,Alzheimer Disease,MESH:D000544,,ESR1|TNF,5.34,1
LPM4870108,C000723544,,Alzheimer Disease,MESH:D000544,,ADAMTS1|ARC|ESR1|NPY|SLC2A4,5.34,5
NVP-BKM120,C571178,,Alzheimer Disease,MESH:D000544,,ACHE|ADAMTS1|BAX|BCL2|CASP3|IL1B|INPP5D,5.34,6
Ketolides,D048628,,ALZHEIMER DISEASE 18,OMIM:615590,,ADAM10,5.34,1
EMD 53998,C070609,120223-04-3,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.34,1
lanthanum chloride,C028521,10099-58-8,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.34,1
EMD 53998,C070609,120223-04-3,Alzheimer disease type 2,MESH:C536595,,APOE,5.34,1
lanthanum chloride,C028521,10099-58-8,Alzheimer disease type 2,MESH:C536595,,APOE,5.34,1
EMD 53998,C070609,120223-04-3,Alzheimer disease type 4,MESH:C536596,,APOE,5.34,1
lanthanum chloride,C028521,10099-58-8,Alzheimer disease type 4,MESH:C536596,,APOE,5.34,1
Bilirubin,D001663,635-65-4,Alzheimer Disease,MESH:D000544,,ACHE|CASP3|EIF2S1|HMOX1|IL1B|TNF|TPP1,5.33,8
Uric Acid,D014527,69-93-2,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,PSEN1,5.33,1
Atenolol,D001262,29122-68-7,Alzheimer Disease,MESH:D000544,,CASP3|INS|SOD2,5.32,4
clethodim,C441919,,Alzheimer Disease,MESH:D000544,,ACHE|IL1B,5.32,3
hippuryl-histidyl-leucine,C010980,31373-65-6,Alzheimer Disease,MESH:D000544,,ACE,5.32,5
Nitrendipine,D009568,39562-70-4,Alzheimer Disease,MESH:D000544,,BAX|BCL2,5.32,1
Sevoflurane,D000077149,,ALZHEIMER DISEASE 18,OMIM:615590,,ADAM10,5.32,1
perfluorooctane sulfonic acid,C076994,1763-23-1,Alzheimer disease type 4,MESH:C536596,,APOE|PSEN2,5.32,1
5-(tetradecyloxy)-2-furancarboxylic acid,C014289,54857-86-2,Alzheimer Disease,MESH:D000544,,SLC2A4,5.31,1
amitraz,C014983,33089-61-1,Alzheimer Disease,MESH:D000544,,BCL2|MAOB,5.31,3
ammonium hexachloroplatinate,C018453,16919-58-7,Alzheimer Disease,MESH:D000544,,HMOX1|TNF,5.31,2
27-hydroxycholesterol,C076996,,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.31,1
morroniside,C488401,,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.31,1
paricalcitol,C084656,,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.31,1
27-hydroxycholesterol,C076996,,Alzheimer disease type 2,MESH:C536595,,APOE,5.31,1
morroniside,C488401,,Alzheimer disease type 2,MESH:C536595,,APOE,5.31,1
paricalcitol,C084656,,Alzheimer disease type 2,MESH:C536595,,APOE,5.31,1
27-hydroxycholesterol,C076996,,Alzheimer disease type 4,MESH:C536596,,APOE,5.31,1
morroniside,C488401,,Alzheimer disease type 4,MESH:C536596,,APOE,5.31,1
paricalcitol,C084656,,Alzheimer disease type 4,MESH:C536596,,APOE,5.31,1
"1,4-di-O-caffeoylquinic acid",C512731,,Alzheimer Disease,MESH:D000544,,IGF1R,5.30,1
Cefoxitin,D002440,35607-66-0,Alzheimer Disease,MESH:D000544,,IL1B|TNF,5.30,2
chimaphilin,C057774,482-70-2,Alzheimer Disease,MESH:D000544,,IGF1R,5.30,1
cynarine,C100257,,Alzheimer Disease,MESH:D000544,,IGF1R,5.30,1
jasplakinolide,C057531,102396-24-7,Alzheimer Disease,MESH:D000544,,IL1B|TNF,5.30,2
vandetanib,C452423,,Alzheimer Disease,MESH:D000544,,CASP3|INS,5.30,3
Cadmium,D002104,7440-43-9,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE|PSEN1,5.30,1
Tretinoin,D014212,302-79-4,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE|PSEN1,5.30,1
Ethinyl Estradiol,D004997,57-63-6,Alzheimer disease type 4,MESH:C536596,,APOE|PSEN2,5.30,1
"16-hydroxycleroda-3,13(14)-dien-15,16-olide",C072581,92593-91-4,Alzheimer Disease,MESH:D000544,,BCL2|CASP3,5.29,1
6-chloro-2-(2-hydroxybiphenyl-3-yl)-1H-indole-5-carboxamidine,C439952,,Alzheimer Disease,MESH:D000544,,PLAU,5.29,1
Tetrachloroethylene,D013750,127-18-4,Alzheimer Disease 9,MESH:C563834,,ABCA7,5.29,1
gingerol,C007845,1391-73-7,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.29,1
gingerol,C007845,1391-73-7,Alzheimer disease type 2,MESH:C536595,,APOE,5.29,1
gingerol,C007845,1391-73-7,Alzheimer disease type 4,MESH:C536596,,APOE,5.29,1
2-(4-((4-(6-methoxy-3-pyridinyl)-5-(4-(trifluoromethoxy)phenyl)-2-thiazolyl)methoxy)-2-methylphenoxy)acetic acid,C573693,,Alzheimer Disease,MESH:D000544,,HMOX1|TF,5.28,3
Angiotensin-Converting Enzyme Inhibitors,D000806,,Alzheimer Disease,MESH:D000544,,ACE|BAX|BCL2,5.28,6
boron nitride,C017282,,Alzheimer Disease,MESH:D000544,,HMOX1|IL1B,5.28,2
aroclor 1260,C026987,11096-82-5,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.28,1
manganese(III)-tetrakis(4-benzoic acid)porphyrin,C097284,,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.28,1
aroclor 1260,C026987,11096-82-5,Alzheimer disease type 2,MESH:C536595,,APOE,5.28,1
manganese(III)-tetrakis(4-benzoic acid)porphyrin,C097284,,Alzheimer disease type 2,MESH:C536595,,APOE,5.28,1
aroclor 1260,C026987,11096-82-5,Alzheimer disease type 4,MESH:C536596,,APOE,5.28,1
manganese(III)-tetrakis(4-benzoic acid)porphyrin,C097284,,Alzheimer disease type 4,MESH:C536596,,APOE,5.28,1
Azaguanine,D001375,134-58-7,Alzheimer Disease,MESH:D000544,,MAPT,5.27,7
Isosorbide Dinitrate,D007548,87-33-2,Alzheimer Disease,MESH:D000544,,CASP3|NOS3,5.27,3
N-acetyl-N-formyl-5-methoxykynurenamine,C041550,52450-38-1,Alzheimer Disease,MESH:D000544,,MAPT,5.27,7
Phosphoserine,D010768,17885-08-4,Alzheimer Disease,MESH:D000544,,MAPT,5.27,7
Primaquine,D011319,90-34-6,Alzheimer Disease,MESH:D000544,,CYP2D6|IL1B,5.27,2
remimazolam,C522201,,Alzheimer Disease,MESH:D000544,,MAPT,5.27,7
2-xylene,C026114,95-47-6,Alzheimer Disease,MESH:D000544,,HMOX1|PRNP,5.26,2
chrysene,C031180,218-01-9,Alzheimer Disease,MESH:D000544,,BAX|BCHE|BCL2|CASP3|EPHA1|ESR1|IL1B|TNF,5.26,6
incobotulinumtoxinA,C545476,,Alzheimer Disease,MESH:D000544,,A2M|ADAMTS1|BIN1|CASS4|DHCR24|HMOX1|SOD2,5.26,10
Succinylcholine,D013390,306-40-1,Alzheimer Disease,MESH:D000544,,BCHE|CHRNB2,5.26,2
cerous chloride,C026690,7790-86-5,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.26,1
cerous chloride,C026690,7790-86-5,Alzheimer disease type 2,MESH:C536595,,APOE,5.26,1
cerous chloride,C026690,7790-86-5,Alzheimer disease type 4,MESH:C536596,,APOE,5.26,1
7-hydroxystaurosporine,C054852,112953-11-4,Alzheimer Disease,MESH:D000544,,BCL2|CASP3,5.25,1
N-(2(R)-2-(hydroxamidocarbonylmethyl)-4-methylpentanoyl)-L-tryptophan methylamide,C078131,,Alzheimer Disease,MESH:D000544,,APP|TNF,5.25,38
Prochlorperazine,D011346,58-38-8,Alzheimer Disease,MESH:D000544,,ACHE|ESR1,5.25,3
Thiophenes,D013876,,Alzheimer Disease,MESH:D000544,,ACHE|MPO,5.25,4
Antimycin A,D000968,642-15-9,ALZHEIMER DISEASE 18,OMIM:615590,,ADAM10,5.25,1
Fluoxetine,D005473,54910-89-3,ALZHEIMER DISEASE 18,OMIM:615590,,ADAM10,5.25,1
Lithium,D008094,7439-93-2,ALZHEIMER DISEASE 18,OMIM:615590,,ADAM10,5.25,1
"Fatty Acids, Nonesterified",D005230,,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.25,1
retinol acetate,C009166,127-47-9,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.25,1
tempol,C001803,2226-96-2,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.25,1
Triglycerides,D014280,,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.25,1
Vitamin B 12,D014805,68-19-9,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,PSEN1,5.25,1
"Fatty Acids, Nonesterified",D005230,,Alzheimer disease type 2,MESH:C536595,,APOE,5.25,1
notoginsenoside R1,C072936,,Alzheimer disease type 2,MESH:C536595,,APOE,5.25,1
retinol acetate,C009166,127-47-9,Alzheimer disease type 2,MESH:C536595,,APOE,5.25,1
tempol,C001803,2226-96-2,Alzheimer disease type 2,MESH:C536595,,APOE,5.25,1
Triglycerides,D014280,,Alzheimer disease type 2,MESH:C536595,,APOE,5.25,1
Dinoprostone,D015232,363-24-6,Alzheimer disease type 4,MESH:C536596,,PSEN2,5.25,1
"Fatty Acids, Nonesterified",D005230,,Alzheimer disease type 4,MESH:C536596,,APOE,5.25,1
notoginsenoside R1,C072936,,Alzheimer disease type 4,MESH:C536596,,APOE,5.25,1
tempol,C001803,2226-96-2,Alzheimer disease type 4,MESH:C536596,,APOE,5.25,1
Thioacetamide,D013853,62-55-5,Alzheimer disease type 4,MESH:C536596,,APOE|PSEN2,5.25,1
Triglycerides,D014280,,Alzheimer disease type 4,MESH:C536596,,APOE,5.25,1
"1-(5-chloro-2,4-dimethoxyphenyl)-3-(5-methylisoxazol-3-yl)urea",C508388,,Alzheimer Disease,MESH:D000544,,CHRNA7,5.24,1
"3-(2,4-dimethoxybenzylidene)anabaseine",C088936,,Alzheimer Disease,MESH:D000544,,CHRNA7,5.24,1
A-582941,C524029,,Alzheimer Disease,MESH:D000544,,CHRNA7,5.24,1
anabaseine,C091713,,Alzheimer Disease,MESH:D000544,,CHRNA7,5.24,1
Beclomethasone,D001507,4419-39-0,Alzheimer Disease,MESH:D000544,,DHCR24|GAPDHS|IL1B|PPARG|TNF|VEGFA,5.24,7
Dichlorodiphenyldichloroethane,D003632,72-54-8,Alzheimer Disease,MESH:D000544,,ESR1|PPARG,5.24,4
Estrone,D004970,53-16-7,Alzheimer Disease,MESH:D000544,,CASP3|ESR1|IGF2|SLC30A4|TNF|TOMM40,5.24,8
iodo-alpha-bungarotoxin,C027724,77097-81-5,Alzheimer Disease,MESH:D000544,,CHRNA7,5.24,1
Palladium,D010165,7440-05-3,Alzheimer Disease,MESH:D000544,,HLA-DRB5,5.24,1
Penicillin G,D010400,61-33-6,Alzheimer Disease,MESH:D000544,,IGF2|IL1B|TNF,5.24,3
phenyl-N-tert-butylnitrone,C029217,3376-24-7,Alzheimer Disease,MESH:D000544,,HMOX1|SOD2,5.24,2
SSR180711,C516833,,Alzheimer Disease,MESH:D000544,,CHRNA7,5.24,1
Folic Acid,D005492,59-30-3,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE|PSEN1,5.24,1
Vehicle Emissions,D001335,,Alzheimer disease type 4,MESH:C536596,,APOE|PSEN2,5.24,1
Glucagon,D005934,9007-92-5,Alzheimer Disease,MESH:D000544,,LEP|TNF,5.23,2
sulindac sulfide,C025462,32004-67-4,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,PSEN1,5.23,1
2-methyl-1-propenylbenzoate,C101261,,Alzheimer Disease,MESH:D000544,,BCHE,5.22,1
Benzoylcholine,D001588,2208-04-0,Alzheimer Disease,MESH:D000544,,BCHE,5.22,1
benzoylthiocholine,C518182,,Alzheimer Disease,MESH:D000544,,BCHE,5.22,1
bismuth nitrate,C065545,10361-44-1,Alzheimer Disease,MESH:D000544,,APOE,5.22,9
butyrylcholine,C017100,3922-86-9,Alzheimer Disease,MESH:D000544,,BCHE,5.22,1
chlorproethazine,C054028,84-01-5,Alzheimer Disease,MESH:D000544,,BCHE,5.22,1
Didanosine,D016049,69655-05-6,Alzheimer Disease,MESH:D000544,,BDNF|HFE,5.22,3
erysodine,C097135,7290-03-1,Alzheimer Disease,MESH:D000544,,BCHE,5.22,1
leucisterol,C532261,,Alzheimer Disease,MESH:D000544,,BCHE,5.22,1
Meldola blue,C005559,7057-57-0,Alzheimer Disease,MESH:D000544,,BCHE,5.22,1
methanesulfonyl fluoride,C005109,558-25-8,Alzheimer Disease,MESH:D000544,,BCHE,5.22,1
mono-n-butyltin,C516409,,Alzheimer Disease,MESH:D000544,,CALM1,5.22,1
Neuromuscular Agents,D009465,,Alzheimer Disease,MESH:D000544,,BCHE,5.22,1
NK 252,C066458,126444-11-9,Alzheimer Disease,MESH:D000544,,APOE,5.22,9
Oxytetracycline,D010118,79-57-2,Alzheimer Disease,MESH:D000544,,ACHE|VEGFA,5.22,3
phoratoxon,C037327,2600-69-3,Alzheimer Disease,MESH:D000544,,BCHE,5.22,1
profadol,C073329,428-37-5,Alzheimer Disease,MESH:D000544,,BCHE,5.22,1
Ro 20683,C006266,1954-17-2,Alzheimer Disease,MESH:D000544,,BCHE,5.22,1
solanidine,C013255,80-78-4,Alzheimer Disease,MESH:D000544,,BCHE,5.22,1
succinyldithiocholine,C009340,15196-10-8,Alzheimer Disease,MESH:D000544,,BCHE,5.22,1
Ethinyl Estradiol,D004997,57-63-6,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE|PSEN1,5.22,1
1-(5-azido-6-chloropyridin-3-ylmethyl)-2-nitroiminoimidazolidine,C419157,,Alzheimer Disease,MESH:D000544,,CHRNB2,5.21,1
3-(2-(pyrrolidinyl)methoxy)pyridine,C116733,,Alzheimer Disease,MESH:D000544,,CHRNB2,5.21,1
4-hydroxyclonidine,C060689,57101-48-1,Alzheimer Disease,MESH:D000544,,CYP2D6,5.21,1
4-hydroxypropranolol,C001422,10476-53-6,Alzheimer Disease,MESH:D000544,,CYP2D6,5.21,1
5-hydroxypropranolol,C542024,,Alzheimer Disease,MESH:D000544,,CYP2D6,5.21,1
6-methoxytryptoline,C002272,20315-68-8,Alzheimer Disease,MESH:D000544,,CYP2D6,5.21,1
7-hydroxyloxapine,C081382,37081-75-7,Alzheimer Disease,MESH:D000544,,CYP2D6,5.21,1
7-methoxy-4-(aminomethyl)coumarin,C120605,,Alzheimer Disease,MESH:D000544,,CYP2D6,5.21,1
Carteolol,D002354,51781-06-7,Alzheimer Disease,MESH:D000544,,SOD2|TNF,5.21,2
Fire Trol 934,C508049,,Alzheimer Disease,MESH:D000544,,CHRNB2,5.21,1
ispronicline,C490152,,Alzheimer Disease,MESH:D000544,,CHRNB2,5.21,1
N-(5-azido-6-chloropyridin-3-ylmethyl)-N'-methyl-N''-nitroguanidine,C419158,,Alzheimer Disease,MESH:D000544,,CHRNB2,5.21,1
N-desisopropylpropranolol,C012878,20862-11-7,Alzheimer Disease,MESH:D000544,,CYP2D6,5.21,1
N-n-decylnicotinium,C403088,,Alzheimer Disease,MESH:D000544,,CHRNB2,5.21,1
nornuciferine,C002753,54750-04-8,Alzheimer Disease,MESH:D000544,,CYP2D6,5.21,1
N-tert-butylisoquine,C540176,,Alzheimer Disease,MESH:D000544,,CYP2D6,5.21,1
Ro 03-7410,C039685,57704-16-2,Alzheimer Disease,MESH:D000544,,CYP2D6,5.21,1
subecholine,C009335,3810-71-7,Alzheimer Disease,MESH:D000544,,CHRNB2,5.21,1
TC 2559,C419442,,Alzheimer Disease,MESH:D000544,,CHRNB2,5.21,1
Tolbutamide,D014044,64-77-7,Alzheimer Disease,MESH:D000544,,INS|LEP,5.21,3
Malondialdehyde,D008315,542-78-9,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,5.21,1
Malondialdehyde,D008315,542-78-9,Alzheimer disease type 2,MESH:C536595,,APOE,5.21,1
Malondialdehyde,D008315,542-78-9,Alzheimer disease type 4,MESH:C536596,,APOE,5.21,1
Vecuronium Bromide,D014673,50700-72-6,Alzheimer Disease,MESH:D000544,,CHRNA7|CHRNB2,5.20,2
picoxystrobin,C556557,,ALZHEIMER DISEASE 18,OMIM:615590,,ADAM10,5.20,1
acetylleucyl-leucyl-norleucinal,C063261,110044-82-1,Alzheimer Disease,MESH:D000544,,CASP3|IL1B,5.19,2
butachlor,C054409,23184-66-9,Alzheimer Disease,MESH:D000544,,CASP3|TNF,5.19,2
Diflunisal,D004061,22494-42-4,Alzheimer Disease,MESH:D000544,,IL1B|TNF,5.19,2
"N-(2-hydroxy-3-(2-cyano-3-chlorophenoxy)propyl)-1,1-dimethyl-2-(2-nephthyl)ethylamine",C436740,,Alzheimer Disease,MESH:D000544,,PYY,5.19,1
Platelet Activating Factor,D010972,,Alzheimer Disease,MESH:D000544,,IL1B|TNF,5.19,2
dimethyl phthalate,C024629,131-11-3,ALZHEIMER DISEASE 18,OMIM:615590,,ADAM10,5.19,1
ursodoxicoltaurine,C031655,,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,PSEN1,5.19,1
